work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
2024,SE,FT,Research Engineer,142200,USD,142200,US,0,US,M
2024,SE,FT,Research Engineer,116200,USD,116200,US,0,US,M
2024,SE,FT,Data Science,175000,USD,175000,US,0,US,M
2024,SE,FT,Data Science,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Scientist,80000,USD,80000,US,0,US,M
2024,MI,FT,Data Scientist,52500,USD,52500,US,0,US,M
2024,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,169200,USD,169200,US,0,US,M
2024,SE,FT,Machine Learning Engineer,130100,USD,130100,US,0,US,M
2024,SE,FT,Data Architect,227000,USD,227000,US,0,US,M
2024,SE,FT,Data Architect,122200,USD,122200,US,0,US,M
2024,MI,FT,Data Engineer,136400,USD,136400,US,100,US,M
2024,MI,FT,Data Engineer,77000,USD,77000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,179000,USD,179000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M
2024,SE,FT,Other,120529,USD,120529,US,0,US,M
2024,SE,FT,Other,96428,USD,96428,US,0,US,M
2024,SE,FT,Other,168000,USD,168000,US,0,US,M
2024,SE,FT,Other,90900,USD,90900,US,0,US,M
2024,SE,FT,Data Scientist,209000,USD,209000,US,0,US,M
2024,SE,FT,Data Scientist,171000,USD,171000,US,0,US,M
2024,SE,FT,Data Scientist,243000,USD,243000,US,0,US,M
2024,SE,FT,Data Scientist,192000,USD,192000,US,0,US,M
2024,SE,FT,Data Architect,170000,USD,170000,US,0,US,M
2024,SE,FT,Data Architect,25000,USD,25000,US,0,US,M
2024,SE,FT,Other,314100,USD,314100,US,0,US,M
2024,SE,FT,Other,169700,USD,169700,US,0,US,M
2024,SE,FT,Data Analyst,160000,USD,160000,US,0,US,M
2024,SE,FT,Data Analyst,128000,USD,128000,US,0,US,M
2024,SE,FT,Data Engineer,178500,USD,178500,US,0,US,M
2024,SE,FT,Data Engineer,156312,USD,156312,US,0,US,M
2024,MI,FT,Data Engineer,300000,USD,300000,US,0,US,M
2024,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2024,SE,FT,Research Scientist,180000,USD,180000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,355000,USD,355000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,213500,USD,213500,US,0,US,M
2024,SE,FT,Data Engineer,102600,USD,102600,US,0,US,M
2024,EN,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
2024,MI,FT,Data Engineer,108600,USD,108600,US,100,US,M
2024,MI,FT,Data Engineer,74400,USD,74400,US,100,US,M
2024,MI,FT,Applied Scientist,212800,USD,212800,US,0,US,L
2024,MI,FT,Applied Scientist,115100,USD,115100,US,0,US,L
2024,SE,FT,Business Intelligence Engineer,202800,USD,202800,US,0,US,L
2024,SE,FT,Business Intelligence Engineer,104300,USD,104300,US,0,US,L
2024,EN,FT,Data Analyst,225000,USD,225000,US,0,US,M
2024,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M
2024,EN,FT,Data Analyst,129000,USD,129000,US,0,US,M
2024,EN,FT,Data Analyst,86000,USD,86000,US,0,US,M
2022,MI,FT,AI Engineer,360000,Other,107093,Other,100,Other,L
2024,MI,FT,Machine Learning Engineer,265400,USD,265400,US,0,US,M
2024,MI,FT,Machine Learning Engineer,127400,USD,127400,US,0,US,M
2024,SE,FT,Data Architect,363000,USD,363000,US,0,US,M
2024,SE,FT,Data Architect,139800,USD,139800,US,0,US,M
2024,EN,FT,Data Scientist,175100,USD,175100,US,0,US,M
2024,EN,FT,Data Scientist,82915,USD,82915,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,192300,USD,192300,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,120200,USD,120200,US,0,US,M
2024,MI,FT,Data Scientist,155000,USD,155000,US,0,US,M
2024,MI,FT,Data Scientist,135000,USD,135000,US,0,US,M
2024,MI,FT,Data Scientist,150200,USD,150200,CA,0,CA,M
2024,MI,FT,Data Scientist,100100,USD,100100,CA,0,CA,M
2024,MI,FT,Data Manager,100000,USD,100000,US,0,US,M
2024,MI,FT,Data Manager,90000,USD,90000,US,0,US,M
2024,MI,FT,Data Scientist,165000,USD,165000,US,0,US,M
2024,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
2024,EN,FT,Data Analyst,54000,USD,54000,US,100,US,M
2024,EN,FT,Data Analyst,43400,USD,43400,US,100,US,M
2024,MI,FT,Data Analyst,101081,USD,101081,US,0,US,M
2024,MI,FT,Data Analyst,78108,USD,78108,US,0,US,M
2024,SE,FT,ML Engineer,285500,USD,285500,US,0,US,M
2024,SE,FT,ML Engineer,142500,USD,142500,US,0,US,M
2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,159000,USD,159000,US,0,US,M
2024,MI,FT,Other,130000,USD,130000,US,0,US,M
2024,SE,FT,Other,159120,USD,159120,US,0,US,M
2024,SE,FT,Other,92240,USD,92240,US,0,US,M
2024,MI,FT,Data Scientist,225000,USD,225000,US,0,US,M
2024,MI,FT,Data Scientist,200000,USD,200000,US,0,US,M
2024,SE,FT,Data Analyst,180500,USD,180500,US,0,US,M
2024,SE,FT,Data Analyst,96200,USD,96200,US,0,US,M
2024,SE,FT,Other,176500,USD,176500,US,0,US,M
2024,SE,FT,Other,116600,USD,116600,US,0,US,M
2024,SE,FT,Machine Learning Engineer,208500,USD,208500,US,0,US,M
2024,SE,FT,Machine Learning Engineer,100100,USD,100100,US,0,US,M
2024,SE,FT,Data Scientist,40000,GBP,50000,GB,0,GB,M
2024,SE,FT,Data Scientist,25000,GBP,31250,GB,0,GB,M
2024,SE,FT,ML Engineer,260000,USD,260000,US,100,US,M
2024,SE,FT,Analytics Engineer,153018,USD,153018,US,0,US,M
2024,SE,FT,Analytics Engineer,135000,USD,135000,US,0,US,M
2024,SE,FT,Research Scientist,303050,USD,303050,US,0,US,M
2024,SE,FT,Research Scientist,202350,USD,202350,US,0,US,M
2024,SE,FT,Machine Learning Engineer,173000,USD,173000,CA,100,CA,M
2024,SE,FT,Machine Learning Engineer,108000,USD,108000,CA,100,CA,M
2024,MI,FT,Analytics Engineer,228900,USD,228900,US,100,US,M
2024,MI,FT,Analytics Engineer,174400,USD,174400,US,100,US,M
2024,EN,FT,Data Analyst,144000,USD,144000,US,100,US,M
2024,EN,FT,Data Analyst,81000,USD,81000,US,100,US,M
2024,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
2024,MI,FT,Other,140000,USD,140000,CA,100,CA,M
2024,MI,FT,Other,80000,USD,80000,CA,100,CA,M
2024,SE,FT,Data Scientist,230300,USD,230300,US,0,US,M
2024,SE,FT,Data Scientist,114700,USD,114700,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,190000,USD,190000,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,160000,USD,160000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,245400,USD,245400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,139000,USD,139000,US,0,US,M
2024,SE,FT,Data Analyst,108334,USD,108334,US,0,US,M
2024,SE,FT,Data Analyst,59923,USD,59923,US,0,US,M
2024,SE,FT,Data Engineer,241000,USD,241000,US,100,US,M
2024,EX,FT,Data Science,340000,USD,340000,US,0,US,M
2024,EX,FT,Data Science,256000,USD,256000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,223600,USD,223600,US,0,US,L
2024,MI,FT,Machine Learning Engineer,115000,USD,115000,US,0,US,L
2024,MI,FT,Data Engineer,175000,USD,175000,CA,100,CA,M
2024,MI,FT,Data Engineer,100000,USD,100000,CA,100,CA,M
2024,SE,FT,Research Scientist,250800,USD,250800,US,0,US,M
2024,SE,FT,Research Scientist,167200,USD,167200,US,0,US,M
2024,SE,FT,Machine Learning Engineer,75000,USD,75000,Other,100,Other,M
2024,SE,FT,Machine Learning Engineer,55000,USD,55000,Other,100,Other,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,MI,FT,Other,92000,USD,92000,US,0,US,M
2024,SE,FT,Data Engineer,235000,USD,235000,US,100,US,M
2024,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M
2024,SE,FT,Other,125000,USD,125000,US,100,US,M
2024,SE,FT,Other,120000,USD,120000,US,100,US,M
2024,SE,FT,Data Architect,189600,USD,189600,US,0,US,M
2024,SE,FT,Data Architect,101100,USD,101100,US,0,US,M
2024,SE,FT,Machine Learning Engineer,270400,USD,270400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,145600,USD,145600,US,0,US,M
2024,MI,FT,Machine Learning Engineer,158100,USD,158100,US,0,US,M
2024,MI,FT,Machine Learning Engineer,138500,USD,138500,US,0,US,M
2024,SE,FT,Machine Learning Engineer,188500,USD,188500,US,0,US,M
2024,SE,FT,Machine Learning Engineer,165100,USD,165100,US,0,US,M
2024,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
2024,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M
2024,SE,FT,Data Engineer,100500,USD,100500,US,100,US,M
2024,SE,FT,Data Architect,242100,USD,242100,US,0,US,M
2024,SE,FT,Data Architect,116200,USD,116200,US,0,US,M
2024,MI,FT,Analytics Engineer,126000,USD,126000,US,0,US,M
2024,MI,FT,Analytics Engineer,78000,USD,78000,US,0,US,M
2024,SE,FT,Data Analyst,172000,USD,172000,US,0,US,M
2024,SE,FT,Data Analyst,101000,USD,101000,US,0,US,M
2024,SE,FT,Other,130000,USD,130000,US,0,US,M
2024,SE,FT,Other,120000,USD,120000,US,0,US,M
2024,SE,FT,Other,135000,USD,135000,US,100,US,M
2024,SE,FT,Other,100000,USD,100000,US,100,US,M
2024,SE,FT,Analytics Engineer,138000,USD,138000,US,0,US,M
2024,SE,FT,Analytics Engineer,92000,USD,92000,US,0,US,M
2024,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,80000,USD,80000,US,100,US,M
2024,SE,FT,Data Architect,115200,USD,115200,US,0,US,M
2024,MI,FT,Machine Learning Scientist,270000,USD,270000,US,0,US,M
2024,MI,FT,Machine Learning Scientist,185000,USD,185000,US,0,US,M
2024,SE,FT,Data Scientist,267900,USD,267900,US,0,US,M
2024,SE,FT,Data Scientist,234700,USD,234700,US,0,US,M
2024,MI,FT,Research Scientist,100000,USD,100000,US,0,US,M
2024,MI,FT,Research Scientist,75000,USD,75000,US,0,US,M
2024,SE,FT,Data Architect,143537,USD,143537,CA,0,CA,M
2024,SE,FT,Data Architect,112241,USD,112241,CA,0,CA,M
2024,EN,FT,Data Analyst,170000,USD,170000,US,0,US,M
2024,EN,FT,Data Analyst,140000,USD,140000,US,0,US,M
2024,SE,FT,Research Scientist,205000,USD,205000,US,0,US,M
2024,SE,FT,Research Scientist,178000,USD,178000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,297000,USD,297000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,168300,USD,168300,US,0,US,M
2024,MI,FT,Data Scientist,92000,USD,92000,US,0,US,M
2024,EN,Other,Business Intelligence Engineer,151260,USD,151260,US,0,US,L
2024,EN,Other,Business Intelligence Engineer,30000,USD,30000,US,0,US,L
2024,MI,FT,Other,152000,USD,152000,US,100,US,M
2024,MI,FT,Other,120000,USD,120000,US,100,US,M
2024,EX,FT,Other,237500,USD,237500,US,0,US,M
2024,EX,FT,Other,157500,USD,157500,US,0,US,M
2024,SE,FT,Data Scientist,200000,USD,200000,US,0,US,M
2024,SE,FT,Data Scientist,172750,USD,172750,US,0,US,M
2024,EN,FT,Data Analyst,52000,GBP,65000,GB,0,GB,M
2024,EN,FT,Data Analyst,45000,GBP,56250,GB,0,GB,M
2024,EN,FT,Data Analyst,122000,USD,122000,US,0,US,M
2024,SE,FT,Research Scientist,240000,USD,240000,US,0,US,M
2024,SE,FT,Research Scientist,133000,USD,133000,US,0,US,M
2024,EX,FT,Data Science,175762,USD,175762,US,0,US,M
2024,EX,FT,Data Science,97254,USD,97254,US,0,US,M
2024,MI,FT,ML Engineer,145000,USD,145000,US,100,US,M
2024,MI,FT,ML Engineer,89000,USD,89000,US,100,US,M
2024,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M
2024,SE,FT,Data Engineer,141500,USD,141500,US,0,US,M
2024,SE,FT,Data Engineer,209362,USD,209362,US,100,US,M
2024,SE,FT,Data Engineer,182054,USD,182054,US,100,US,M
2024,SE,FT,Other,140000,USD,140000,US,0,US,M
2024,SE,FT,Other,65000,USD,65000,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,157400,USD,157400,US,100,US,M
2024,SE,FT,Business Intelligence Analyst,98600,USD,98600,US,100,US,M
2024,SE,FT,Data Scientist,226500,USD,226500,US,100,US,M
2024,SE,FT,Data Scientist,110900,USD,110900,US,100,US,M
2024,EN,FT,Data Analyst,82402,USD,82402,US,0,US,M
2024,EN,FT,Data Analyst,48508,USD,48508,US,0,US,M
2024,SE,FT,Data Scientist,60000,EUR,66666,Other,0,Other,M
2024,SE,FT,Data Scientist,38000,EUR,42222,Other,0,Other,M
2024,SE,FT,Data Science,223100,USD,223100,US,0,US,M
2024,SE,FT,Data Science,126400,USD,126400,US,0,US,M
2024,EN,FT,Data Analyst,90000,USD,90000,US,0,US,M
2024,SE,FT,Data Architect,173100,USD,173100,US,100,US,M
2024,SE,FT,Data Architect,108200,USD,108200,US,100,US,M
2024,SE,FT,Data Scientist,162000,USD,162000,US,0,US,M
2024,SE,FT,Applied Scientist,309400,USD,309400,US,0,US,L
2024,SE,FT,Applied Scientist,159100,USD,159100,US,0,US,L
2024,EN,FT,Research Scientist,210000,USD,210000,US,100,US,M
2024,EN,FT,Research Scientist,180000,USD,180000,US,100,US,M
2024,EN,FT,Other,75000,USD,75000,US,0,US,M
2024,EN,FT,Other,50000,USD,50000,US,0,US,M
2024,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M
2024,EN,FT,Data Analyst,47500,USD,47500,US,100,US,M
2024,SE,FT,Other,150000,USD,150000,US,100,US,M
2024,SE,FT,Other,90200,USD,90200,US,100,US,M
2024,MI,FT,Other,279500,USD,279500,US,100,US,M
2024,MI,FT,Other,216200,USD,216200,US,100,US,M
2024,SE,FT,Machine Learning Engineer,250000,USD,250000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,185000,USD,185000,US,100,US,M
2024,SE,FT,Data Engineer,185000,USD,185000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,270000,USD,270000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,229500,USD,229500,US,100,US,M
2024,SE,FT,Research Scientist,205500,USD,205500,US,0,US,M
2024,SE,FT,Research Scientist,132500,USD,132500,US,0,US,M
2024,SE,FT,Data Analyst,144538,USD,144538,US,0,US,M
2024,SE,FT,Data Analyst,96358,USD,96358,US,0,US,M
2024,SE,FT,Research Engineer,306000,USD,306000,US,0,US,M
2024,SE,FT,Research Engineer,180000,USD,180000,US,0,US,M
2024,MI,FT,Other,84500,Other,65000,CA,50,CA,S
2024,MI,FT,Data Engineer,30000,GBP,37500,GB,0,GB,M
2024,MI,FT,Data Engineer,27000,GBP,33750,GB,0,GB,M
2024,SE,FT,Applied Scientist,315000,USD,315000,US,100,US,M
2024,SE,FT,Applied Scientist,285000,USD,285000,US,100,US,M
2024,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M
2024,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
2024,SE,FT,Data Scientist,264846,USD,264846,US,0,US,M
2024,SE,FT,Data Scientist,143060,USD,143060,US,0,US,M
2024,MI,FT,Other,75000,USD,75000,US,0,US,M
2024,MI,FT,Other,65000,USD,65000,US,0,US,M
2024,MI,FT,Other,187000,USD,187000,US,100,US,M
2024,MI,FT,Other,117000,USD,117000,US,100,US,M
2024,MI,FT,Data Scientist,158100,USD,158100,US,0,US,M
2024,MI,FT,Data Scientist,138500,USD,138500,US,0,US,M
2024,SE,FT,Data Scientist,283800,USD,283800,US,0,US,M
2024,MI,FT,Data Manager,134000,USD,134000,US,100,US,M
2024,MI,FT,Data Manager,120000,USD,120000,US,100,US,M
2024,EN,FT,Data Analyst,198000,USD,198000,US,0,US,M
2024,EN,FT,Data Analyst,144000,USD,144000,US,0,US,M
2024,EN,FT,Research Analyst,83300,USD,83300,US,0,US,M
2024,EN,FT,Research Analyst,47500,USD,47500,US,0,US,M
2024,SE,FT,Data Analyst,118000,USD,118000,US,0,US,M
2024,MI,FT,Data Scientist,162819,USD,162819,US,100,US,M
2024,MI,FT,Data Scientist,95776,USD,95776,US,100,US,M
2024,MI,FT,Research Engineer,220000,USD,220000,US,0,US,M
2024,MI,FT,Research Engineer,96600,USD,96600,US,0,US,M
2024,MI,FT,Other,132500,USD,132500,US,0,US,M
2024,MI,FT,Other,88000,USD,88000,US,0,US,M
2024,EN,FT,Data Analyst,93100,USD,93100,US,0,US,M
2024,EN,FT,Data Analyst,60000,USD,60000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,190000,USD,190000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M
2024,MI,FT,Other,215000,USD,215000,US,0,US,M
2024,MI,FT,Other,120000,USD,120000,US,0,US,M
2024,MI,FT,Data Science,56000,EUR,62222,Other,0,Other,M
2024,MI,FT,Data Science,42000,EUR,46666,Other,0,Other,M
2024,SE,FT,Data Science,160000,USD,160000,US,100,US,M
2024,SE,FT,Data Science,120000,USD,120000,US,100,US,M
2024,SE,FT,Data Scientist,171210,USD,171210,CA,0,CA,M
2024,SE,FT,Data Scientist,92190,USD,92190,CA,0,CA,M
2024,MI,FT,Data Scientist,177250,USD,177250,US,0,US,M
2024,SE,FT,Data Engineer,139500,USD,139500,CA,0,CA,M
2024,SE,FT,Data Engineer,90000,USD,90000,CA,0,CA,M
2024,SE,FT,Other,122000,USD,122000,US,0,US,M
2024,SE,FT,Other,94000,USD,94000,US,0,US,M
2024,SE,FT,Data Engineer,55000,USD,55000,US,100,US,M
2024,EN,FT,Business Intelligence Analyst,95000,USD,95000,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,85000,USD,85000,US,0,US,M
2024,EN,FT,Data Analyst,67095,USD,67095,US,0,US,M
2024,EN,FT,Data Analyst,51120,USD,51120,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,234000,USD,234000,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,146000,USD,146000,US,0,US,M
2024,SE,FT,Data Analyst,150700,USD,150700,US,0,US,M
2024,SE,FT,Data Analyst,87400,USD,87400,US,0,US,M
2024,EN,FT,Data Analyst,80000,USD,80000,US,0,US,M
2024,SE,FT,Other,117000,USD,117000,US,0,US,M
2024,SE,FT,Other,99600,USD,99600,US,0,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M
2024,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2024,SE,FT,Data Science,221000,USD,221000,US,0,US,M
2024,SE,FT,Data Science,138000,USD,138000,US,0,US,M
2024,SE,FT,Research Engineer,268000,USD,268000,US,100,US,M
2024,SE,FT,Research Engineer,202000,USD,202000,US,100,US,M
2024,SE,FT,Data Engineer,213580,USD,213580,US,100,US,M
2024,SE,FT,Data Engineer,173000,USD,173000,US,100,US,M
2024,SE,FT,Data Analyst,200000,USD,200000,US,100,US,M
2024,SE,FT,Data Analyst,168000,USD,168000,US,100,US,M
2024,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Analyst,64000,USD,64000,US,0,US,M
2024,EN,FT,Data Analyst,124650,USD,124650,US,0,US,M
2024,EN,FT,Data Analyst,88200,USD,88200,US,0,US,M
2024,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
2024,SE,FT,Data Engineer,173300,USD,173300,US,0,US,M
2024,SE,FT,Data Engineer,98800,USD,98800,US,0,US,M
2024,MI,FT,Other,113000,USD,113000,US,0,US,M
2024,SE,FT,Data Analyst,204650,USD,204650,US,100,US,M
2024,SE,FT,Data Analyst,123990,USD,123990,US,100,US,M
2024,SE,FT,Other,131000,USD,131000,US,0,US,M
2024,SE,FT,Other,128000,USD,128000,US,0,US,M
2024,MI,FT,Data Scientist,137930,USD,137930,CA,0,CA,M
2024,MI,FT,Data Scientist,74270,USD,74270,CA,0,CA,M
2024,SE,FT,Other,156000,USD,156000,US,0,US,M
2024,SE,FT,Other,105267,USD,105267,US,0,US,M
2024,EN,FT,Data Analyst,106000,USD,106000,US,0,US,M
2024,EN,FT,Data Analyst,66000,USD,66000,US,0,US,M
2024,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
2024,SE,FT,Research Engineer,138000,USD,138000,US,0,US,M
2024,SE,FT,Research Engineer,86000,USD,86000,US,0,US,M
2024,SE,FT,Data Scientist,194000,USD,194000,US,0,US,M
2024,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M
2024,SE,FT,Other,239880,USD,239880,US,0,US,M
2024,SE,FT,Other,146010,USD,146010,US,0,US,M
2024,MI,FT,Other,101098,USD,101098,US,100,US,M
2024,MI,FT,Other,59469,USD,59469,US,100,US,M
2024,EX,FT,Data Analyst,125000,USD,125000,US,0,US,M
2024,EX,FT,Data Analyst,100000,USD,100000,US,0,US,M
2024,EN,FT,Data Scientist,140000,USD,140000,US,0,US,M
2024,EN,FT,Data Scientist,70000,USD,70000,US,0,US,M
2024,SE,FT,Data Engineer,65000,GBP,81250,GB,0,GB,M
2024,SE,FT,Data Engineer,45000,GBP,56250,GB,0,GB,M
2024,SE,FT,Business Intelligence Engineer,202800,USD,202800,US,100,US,M
2024,SE,FT,Business Intelligence Engineer,115000,USD,115000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,210100,USD,210100,US,0,US,M
2024,MI,FT,Data Scientist,149600,USD,149600,US,0,US,M
2024,MI,FT,Data Scientist,90200,USD,90200,US,0,US,M
2024,SE,FT,Analytics Engineer,243600,USD,243600,US,100,US,M
2024,SE,FT,Analytics Engineer,139200,USD,139200,US,100,US,M
2024,MI,FT,Data Analyst,83552,USD,83552,US,100,US,M
2024,MI,FT,Data Analyst,49148,USD,49148,US,100,US,M
2024,SE,FT,Data Manager,176000,USD,176000,US,0,US,M
2024,SE,FT,Data Manager,106000,USD,106000,US,0,US,M
2024,EN,FT,Data Engineer,47820,EUR,53133,Other,0,Other,M
2024,EN,FT,Data Engineer,34538,EUR,38375,Other,0,Other,M
2024,SE,FT,Data Engineer,223000,USD,223000,US,0,US,M
2024,MI,FT,Data Engineer,116000,USD,116000,US,0,US,M
2024,MI,FT,Data Engineer,97800,USD,97800,US,0,US,M
2024,SE,FT,Data Scientist,174300,USD,174300,US,0,US,M
2024,SE,FT,Data Engineer,52000,EUR,57777,Other,0,Other,M
2024,SE,FT,Data Engineer,43000,EUR,47777,Other,0,Other,M
2024,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
2024,SE,FT,Data Engineer,161201,USD,161201,US,100,US,M
2024,SE,FT,Data Engineer,202000,USD,202000,US,0,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,195000,USD,195000,US,100,US,M
2024,SE,FT,Data Engineer,215000,USD,215000,Other,0,DE,M
2024,SE,FT,Data Engineer,193000,USD,193000,Other,0,DE,M
2024,SE,FT,Data Engineer,223800,USD,223800,US,0,US,M
2024,SE,FT,Data Engineer,172100,USD,172100,US,0,US,M
2024,EX,FT,Data Science,200000,USD,200000,US,100,US,M
2024,EX,FT,Data Science,150000,USD,150000,US,100,US,M
2024,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2024,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,212800,USD,212800,US,100,US,M
2024,SE,FT,Machine Learning Engineer,177300,USD,177300,US,100,US,M
2024,SE,FT,Data Scientist,238000,USD,238000,US,0,US,M
2024,SE,FT,Data Scientist,158000,USD,158000,US,0,US,M
2024,SE,FT,Other,200400,USD,200400,US,0,US,M
2024,SE,FT,Other,190500,USD,190500,US,0,US,M
2024,MI,FT,Data Scientist,115000,USD,115000,US,100,US,M
2024,MI,FT,Data Scientist,85000,USD,85000,US,100,US,M
2024,MI,FT,AI Engineer,212000,USD,212000,US,0,US,M
2024,MI,FT,AI Engineer,93300,USD,93300,US,0,US,M
2024,SE,FT,Other,182800,USD,182800,US,100,US,M
2024,SE,FT,Other,136100,USD,136100,US,100,US,M
2024,SE,FT,Data Scientist,227900,USD,227900,US,0,US,M
2024,SE,FT,Data Scientist,126600,USD,126600,US,0,US,M
2024,EN,FT,Data Analyst,92700,USD,92700,US,0,US,M
2024,EN,FT,Data Analyst,64900,USD,64900,US,0,US,M
2024,SE,FT,Data Analyst,179000,USD,179000,US,0,US,M
2024,SE,FT,Data Analyst,112000,USD,112000,US,0,US,M
2024,EN,FT,Data Analyst,136000,USD,136000,US,0,US,M
2024,EN,FT,Data Analyst,82000,USD,82000,US,0,US,M
2024,SE,FT,Data Scientist,221550,USD,221550,US,0,US,M
2024,SE,FT,Data Scientist,143850,USD,143850,US,0,US,M
2024,MI,FT,Data Analyst,92000,USD,92000,US,0,US,M
2024,MI,FT,Data Analyst,82000,USD,82000,US,0,US,M
2024,EN,FT,Research Analyst,143000,USD,143000,US,0,US,M
2024,EN,FT,Research Analyst,70400,USD,70400,US,0,US,M
2024,SE,FT,Data Scientist,260940,USD,260940,US,100,US,M
2024,SE,FT,Data Scientist,158130,USD,158130,US,100,US,M
2024,EN,FT,Data Analyst,70000,USD,70000,US,0,US,M
2024,MI,Other,Data Scientist,122328,USD,122328,US,100,US,M
2024,MI,Other,Data Scientist,71958,USD,71958,US,100,US,M
2024,SE,FT,Research Scientist,299375,USD,299375,US,0,US,M
2024,SE,FT,Research Scientist,143625,USD,143625,US,0,US,M
2024,SE,FT,Machine Learning Engineer,75000,GBP,93750,GB,100,GB,M
2024,SE,FT,Machine Learning Engineer,55000,GBP,68750,GB,100,GB,M
2024,MI,FT,Analytics Engineer,170000,USD,170000,CA,100,CA,M
2024,MI,FT,Analytics Engineer,95000,USD,95000,CA,100,CA,M
2024,SE,FT,Machine Learning Engineer,309000,USD,309000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,142000,USD,142000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,184800,USD,184800,CA,100,CA,M
2024,SE,FT,Machine Learning Engineer,123200,USD,123200,CA,100,CA,M
2024,MI,FT,Data Scientist,95000,GBP,118750,Other,0,DE,M
2024,MI,FT,Data Scientist,75000,GBP,93750,Other,0,DE,M
2024,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M
2024,SE,FT,Data Engineer,75000,USD,75000,US,100,US,M
2024,SE,FT,Machine Learning Scientist,235000,USD,235000,CA,0,CA,M
2024,SE,FT,Machine Learning Scientist,178000,USD,178000,CA,0,CA,M
2024,SE,FT,Other,190000,USD,190000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
2024,MI,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
2024,SE,FT,Data Scientist,269000,USD,269000,CA,0,CA,M
2024,SE,FT,Data Scientist,139000,USD,139000,CA,0,CA,M
2024,MI,FT,Data Engineer,214300,USD,214300,US,0,US,M
2024,MI,FT,Data Engineer,108500,USD,108500,US,0,US,M
2024,SE,FT,Machine Learning Engineer,130000,USD,130000,US,100,US,M
